Price,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Turbo,ID
16750,HONDA,FIT,2017,Hatchback,True,Hybrid,1.5,110050,4.0,Automatic,Front,5,Left,False,5461
549,BMW,328,2013,Sedan,True,Petrol,2.0,209027,4.0,Automatic,4x4,5,Left,False,5462
5018,MITSUBISHI,Colt,2003,Hatchback,False,Petrol,1.3,245000,4.0,Variator,Front,5,Right,False,5463
13485,VOLKSWAGEN,Jetta,2012,Sedan,False,Petrol,2.0,65000,4.0,Automatic,Front,5,Left,False,5464
1176,HYUNDAI,Sonata,2013,Sedan,True,Hybrid,2.4,216208,4.0,Automatic,Front,5,Left,False,5465
6899,TOYOTA,Vitz,2001,Sedan,False,Petrol,1.3,190500,4.0,Automatic,Front,5,Left,False,5466
45473,HYUNDAI,Tucson,2017,Jeep,False,Petrol,1.6,17000,4.0,Tiptronic,4x4,5,Left,True,5467
2195,VAZ,2107,1988,Sedan,False,Petrol,1.5,150000,4.0,Manual,Rear,5,Left,False,5468
20266,HYUNDAI,Elantra,2014,Sedan,True,Diesel,1.6,138598,4.0,Automatic,Front,5,Left,False,5469
30734,LEXUS,GX 470,2009,Jeep,True,Petrol,4.7,264339,8.0,Automatic,4x4,5,Left,False,5470
15053,BMW,530,2004,Sedan,True,Petrol,3.0,201000,6.0,Tiptronic,Rear,5,Left,False,5471
17249,MERCEDES-BENZ,ML 350,2005,Jeep,True,Petrol,3.7,280000,6.0,Tiptronic,4x4,5,Left,False,5472
1098,TOYOTA,Camry,2014,Sedan,True,Hybrid,2.5,398069,4.0,Automatic,Front,5,Left,False,5473
12000,TOYOTA,Prius,2006,Hatchback,True,Hybrid,1.5,115000,4.0,Automatic,Front,5,Left,False,5474
17249,MERCEDES-BENZ,E 350,2006,Sedan,True,CNG,3.5,167563,6.0,Tiptronic,4x4,5,Left,False,5475
17562,TOYOTA,Prius,2010,Hatchback,True,Hybrid,1.8,192000,4.0,Automatic,Front,5,Left,False,5476
27598,VOLKSWAGEN,CC,2013,Sedan,True,Petrol,3.6,101000,8.0,Automatic,Front,5,Left,False,5477
1568,MERCEDES-BENZ,E 350,2011,Coupe,True,Diesel,3.5,226251,6.0,Automatic,Rear,3,Left,False,5478
26030,LEXUS,GX 460,2010,Jeep,True,Petrol,4.6,155821,8.0,Automatic,4x4,5,Left,False,5479
28780,HYUNDAI,Santa FE,2011,Jeep,True,Diesel,2.0,129129,4.0,Automatic,Front,5,Left,False,5480
14700,TOYOTA,Prius,2009,Hatchback,True,Hybrid,1.8,249600,4.0,Variator,Front,5,Left,False,5482
19444,SUBARU,Forester,2014,Jeep,False,Petrol,2.5,127000,4.0,Variator,4x4,5,Left,False,5484
54568,LEXUS,GX 470,2013,Jeep,True,Petrol,4.6,202651,8.0,Automatic,4x4,5,Left,False,5485
21953,TOYOTA,Prius,2015,Sedan,False,Hybrid,1.8,67200,4.0,Automatic,Front,5,Left,False,5486
1411,MERCEDES-BENZ,E 350,2009,Sedan,True,Diesel,3.5,266061,6.0,Automatic,4x4,5,Left,False,5487
5331,UAZ,Patriot,1964,Jeep,False,Petrol,2.4,50000,4.0,Manual,4x4,3,Left,False,5488
13642,RENAULT,Megane,2009,Hatchback,False,Diesel,1.5,240000,4.0,Manual,Front,5,Left,False,5490
17562,TOYOTA,Camry,2013,Sedan,False,Petrol,2.5,140328,4.0,Automatic,Front,5,Left,False,5491
13485,TOYOTA,Prius,2008,Hatchback,True,Hybrid,1.5,137000,4.0,Variator,Front,5,Left,False,5492
10036,MITSUBISHI,Pajero IO,1998,Jeep,False,Petrol,1.8,130000,4.0,Automatic,4x4,5,Left,False,5493
29636,HYUNDAI,H1,2011,Minivan,True,Diesel,2.5,38283,4.0,Automatic,Front,5,Left,False,5494
13953,HYUNDAI,Sonata,2010,Sedan,True,Petrol,2.0,176635,4.0,Automatic,Front,5,Left,False,5495
42337,BMW,528 i,2013,Sedan,True,Petrol,2.0,176000,4.0,Tiptronic,Rear,5,Left,True,5496
31361,MAZDA,CX-5,2015,Jeep,True,Petrol,2.5,48000,4.0,Automatic,Front,5,Left,False,5497
7840,OPEL,Astra,2007,Universal,False,Diesel,1.9,222222,4.0,Manual,Front,5,Left,False,5498
4391,KIA,Picanto,2009,Sedan,True,Petrol,1.0,90000,4.0,Automatic,Front,5,Left,False,5501
20385,TOYOTA,Camry se,2012,Sedan,True,Petrol,2.5,65990,4.0,Tiptronic,Front,5,Left,False,5502
36692,LEXUS,CT 200h,2014,Hatchback,True,Hybrid,1.8,82000,4.0,Tiptronic,Front,5,Left,False,5504
10349,TOYOTA,CHR,2018,Jeep,True,Petrol,2.0,38712,4.0,Automatic,Front,5,Left,False,5505
8781,FORD,Fusion,2016,Sedan,True,Hybrid,2.0,194974,4.0,Automatic,Front,5,Left,False,5506
5000,FORD,Edge,2007,Jeep,False,Petrol,3.5,120000,6.0,Automatic,Front,5,Left,False,5507
17249,HYUNDAI,Sonata Hybrid,2012,Sedan,True,Hybrid,2.4,128300,4.0,Tiptronic,Front,5,Left,False,5508
25089,LINCOLN,Navigator,1999,Limousine,True,Petrol,5.4,99000,8.0,Automatic,4x4,5,Left,False,5509
34497,MERCEDES-BENZ,E 350,2010,Coupe,True,Petrol,3.5,200000,6.0,Tiptronic,Rear,3,Left,False,5511
862,TOYOTA,Camry,2014,Sedan,True,Hybrid,2.5,130478,4.0,Automatic,Front,5,Left,False,5512
13172,TOYOTA,Prius,2007,Sedan,False,Hybrid,1.5,336000,4.0,Automatic,Front,5,Left,False,5513
61154,BMW,X5,2017,Jeep,True,Petrol,3.0,48000,6.0,Tiptronic,4x4,5,Left,True,5514
16308,FORD,Fusion,2013,Sedan,False,Petrol,2.5,71000,4.0,Automatic,Front,5,Left,False,5515
37232,HYUNDAI,Santa FE,2013,Jeep,True,Diesel,2.0,144950,4.0,Automatic,Front,5,Left,False,5516
23207,MERCEDES-BENZ,ML 350,2013,Jeep,True,Diesel,3.0,114491,6.0,Automatic,4x4,5,Left,False,5517
17158,HYUNDAI,Sonata,2011,Sedan,True,Petrol,2.0,129085,4.0,Automatic,Front,5,Left,False,5518
9408,HYUNDAI,Sonata,2013,Sedan,True,LPG,2.0,48595,4.0,Automatic,Front,5,Left,False,5519
37574,HYUNDAI,Santa FE,2014,Jeep,True,Diesel,2.0,159124,4.0,Automatic,Front,5,Left,False,5520
6209,CHEVROLET,Cruze,2010,Sedan,True,Petrol,1.6,47829,4.0,Automatic,Front,5,Left,False,5521
10036,HYUNDAI,Sonata,2014,Sedan,True,LPG,2.0,353049,4.0,Automatic,Front,5,Left,False,5522
5488,CHEVROLET,Cruze,2010,Sedan,True,Petrol,1.6,58221,4.0,Automatic,Front,5,Left,False,5523
19914,HYUNDAI,Sonata,2016,Sedan,True,LPG,2.0,282099,4.0,Automatic,Front,5,Left,False,5524
24775,HONDA,Cr-v,2012,Jeep,False,Petrol,2.4,104852,4.0,Tiptronic,4x4,5,Left,False,5525
9095,MERCEDES-BENZ,C 240,2000,Sedan,False,Petrol,2.6,27000,6.0,Tiptronic,Rear,5,Left,False,5527
1882,MERCEDES-BENZ,E 350,2014,Sedan,True,Petrol,3.5,146395,6.0,Automatic,Rear,5,Left,False,5528
33870,PORSCHE,Cayenne,2009,Jeep,True,Petrol,4.8,145000,6.0,Tiptronic,4x4,5,Left,False,5530
22580,MERCEDES-BENZ,E 300,2017,Sedan,True,Petrol,2.0,50930,4.0,Automatic,Rear,5,Left,False,5531
35344,HYUNDAI,Tucson,2016,Jeep,True,Diesel,1.7,114435,4.0,Automatic,Front,5,Left,False,5532
8154,MERCEDES-BENZ,C 200 KOMPRESSOR,2001,Coupe,False,LPG,2.0,173000,4.0,Tiptronic,Rear,3,Right,False,5533
18817,BMW,X5 rest,2004,Jeep,True,Petrol,4.4,185000,8.0,Tiptronic,4x4,5,Left,False,5534
11133,TOYOTA,Camry,2014,Sedan,True,Hybrid,2.5,179381,4.0,Automatic,Front,5,Left,False,5535
18500,CHEVROLET,Malibu,2014,Sedan,True,Petrol,2.0,143293,4.0,Automatic,Front,5,Left,False,5536
12231,HONDA,Insight,2009,Sedan,False,Hybrid,1.3,244800,4.0,Tiptronic,Front,5,Left,False,5537
21330,TOYOTA,Prius,2013,Hatchback,False,Hybrid,1.8,216386,6.0,Automatic,Front,5,Left,False,5538
16308,TOYOTA,RAV 4,2006,Jeep,False,Petrol,2.4,304000,4.0,Automatic,4x4,5,Left,False,5539
627,MERCEDES-BENZ,E 350,2012,Sedan,True,Diesel,3.5,318285,6.0,Automatic,4x4,5,Left,False,5540
52059,LEXUS,GX 460,2012,Jeep,True,Petrol,4.6,229334,8.0,Automatic,4x4,5,Left,False,5541
34877,HYUNDAI,Elantra,2016,Sedan,True,Petrol,1.8,70220,4.0,Automatic,Front,5,Left,False,5542
10506,CHEVROLET,Cruze,2012,Sedan,True,Diesel,2.0,355272,4.0,Automatic,Front,5,Left,False,5543
20385,TOYOTA,Prius,2012,Sedan,False,Hybrid,1.8,95992,4.0,Variator,Front,5,Left,False,5544
8467,SUZUKI,Escudo,1993,Jeep,False,Petrol,1.6,170000,4.0,Manual,4x4,5,Right,False,5545
47042,TOYOTA,RAV 4,2017,Jeep,False,Petrol,2.5,16500,4.0,Automatic,4x4,5,Left,False,5546
1646,KIA,RIO,2018,Jeep,True,Petrol,1.6,65451,4.0,Automatic,Front,5,Left,False,5547
6586,CHEVROLET,Volt,2014,Hatchback,True,Hybrid,1.4,112123,4.0,Automatic,Front,5,Left,False,5548
9408,MITSUBISHI,Pajero,1994,Jeep,True,Diesel,2.5,211433,4.0,Manual,4x4,3,Left,True,5549
10976,HONDA,FIT,2014,Hatchback,False,Hybrid,1.5,114000,4.0,Automatic,4x4,5,Right,False,5550
32311,SSANGYONG,REXTON,2013,Jeep,True,Diesel,2.0,123700,4.0,Automatic,Front,5,Left,False,5551
25139,SSANGYONG,Actyon,2015,Jeep,True,Petrol,1.6,215000,4.0,Automatic,Front,5,Left,False,5552
5645,VOLKSWAGEN,Golf 4,1999,Universal,False,LPG,1.6,180056,4.0,Manual,Front,5,Right,False,5553
11917,TOYOTA,Prius,2006,Hatchback,False,Hybrid,1.4,173000,4.0,Variator,Front,5,Left,False,5554
8154,NISSAN,Note,2008,Hatchback,False,Petrol,1.5,104000,4.0,Automatic,Front,5,Right,False,5555
19444,TOYOTA,RAV 4,2016,Jeep,True,Hybrid,2.5,47453,4.0,Automatic,4x4,5,Left,False,5556
4704,VOLKSWAGEN,Passat,1999,Sedan,False,CNG,1.8,200000,4.0,Tiptronic,Front,5,Right,True,5558
11604,MERCEDES-BENZ,C 230,2004,Sedan,True,Diesel,2.2,1234,4.0,Automatic,Rear,5,Left,True,5559
50178,TOYOTA,RAV 4,2017,Jeep,True,Petrol,2.5,60000,4.0,Automatic,4x4,5,Left,False,5560
8467,MERCEDES-BENZ,C 200,2000,Sedan,True,Petrol,2.0,260000,4.0,Manual,Rear,5,Left,False,5561
58018,AUDI,A7,2012,Coupe,True,Petrol,3.0,161000,6.0,Tiptronic,4x4,5,Left,True,5562
941,TOYOTA,Camry,2014,Sedan,True,Petrol,2.5,202355,4.0,Automatic,Front,5,Left,False,5563
11290,HONDA,Accord,2018,Sedan,True,Petrol,1.5,60062,4.0,Automatic,Front,5,Left,False,5564
4234,TOYOTA,Camry,2017,Sedan,True,Petrol,2.5,48035,4.0,Automatic,Front,5,Left,False,5565
24462,CHEVROLET,Volt,2012,Sedan,False,Plug-in Hybrid,1.4,160000,4.0,Automatic,Front,5,Left,False,5566
18500,HYUNDAI,H1,2011,Universal,True,Diesel,2.5,222604,4.0,Automatic,Front,5,Left,False,5567
13172,SUBARU,Forester,2009,Jeep,False,Petrol,2.5,133000,4.0,Automatic,4x4,5,Left,False,5568
10036,MITSUBISHI,Pajero,2001,Jeep,False,CNG,3.5,149000,6.0,Tiptronic,4x4,5,Left,False,5569
31581,HYUNDAI,Elantra,2018,Sedan,True,Petrol,1.6,52000,4.0,Automatic,Front,5,Left,False,5571
30351,HYUNDAI,Tucson,2014,Jeep,True,Diesel,2.0,134750,4.0,Automatic,Front,5,Left,False,5572
2038,TOYOTA,Prius,2015,Jeep,True,Hybrid,1.8,104795,4.0,Automatic,Front,5,Left,False,5573
57108,SSANGYONG,REXTON,2016,Jeep,True,Diesel,2.2,55510,4.0,Automatic,Front,5,Left,False,5574
12544,HYUNDAI,Elantra SE,2012,Sedan,False,Petrol,1.8,158000,4.0,Tiptronic,Front,5,Left,False,5575
7683,HYUNDAI,Sonata,2011,Sedan,True,LPG,2.0,91222,4.0,Automatic,Front,5,Left,False,5576
7213,OPEL,Astra,2001,Sedan,False,Diesel,2.0,40000,4.0,Manual,Front,5,Left,True,5577
8154,HONDA,Fred,2012,Hatchback,False,Petrol,1.3,116000,4.0,Variator,Front,5,Right,False,5578
862,TOYOTA,Camry,2014,Sedan,True,Hybrid,2.5,130478,4.0,Automatic,Front,5,Left,False,5579
12858,FORD,Transit,2007,Microbus,False,Diesel,2.2,175000,4.0,Manual,Front,5,Left,True,5580
12544,MITSUBISHI,Grandis,2007,Jeep,True,Petrol,2.4,1600,6.0,Automatic,Front,5,Right,False,5581
19309,HYUNDAI,Santa FE,2010,Jeep,True,Diesel,2.0,243551,4.0,Automatic,Front,5,Left,False,5582
32035,SSANGYONG,REXTON,2011,Jeep,True,Diesel,2.0,53323,4.0,Automatic,Front,5,Left,False,5583
40769,TOYOTA,Prius,2018,Hatchback,True,Hybrid,1.8,2102,4.0,Automatic,Front,5,Left,False,5584
17562,HYUNDAI,Veloster,2013,Hatchback,True,Petrol,1.6,161600,4.0,Tiptronic,Front,3,Left,True,5585
11290,HYUNDAI,Sonata,2015,Sedan,True,LPG,2.0,461965,4.0,Automatic,Front,5,Left,False,5586
7527,MAZDA,Verisa,2005,Hatchback,True,Petrol,1.5,176000,4.0,Automatic,Front,5,Right,False,5587
51746,BMW,X5,2011,Jeep,True,Diesel,3.0,239000,6.0,Automatic,4x4,5,Left,True,5588
24775,NISSAN,Kicks,2018,Jeep,False,Petrol,1.6,8000,4.0,Tiptronic,Front,5,Left,False,5589
18817,TOYOTA,Camry,2007,Sedan,True,Hybrid,2.4,151000,4.0,Variator,Front,5,Left,False,5590
5959,TOYOTA,RAV 4,2012,Jeep,False,Petrol,2.5,159901,4.0,Automatic,Front,5,Left,False,5592
2509,VOLKSWAGEN,Jetta,2013,Sedan,True,Hybrid,1.4,159981,4.0,Automatic,Front,5,Left,False,5593
16308,MERCEDES-BENZ,GLA 250,2015,Jeep,True,Petrol,2.0,155317,4.0,Automatic,4x4,5,Left,False,5594
14740,TOYOTA,Prius,2010,Sedan,False,Hybrid,1.8,260000,4.0,Automatic,Front,5,Left,False,5595
42717,HYUNDAI,Santa FE,2017,Jeep,True,Diesel,2.0,72040,4.0,Automatic,Front,5,Left,False,5596
8311,NISSAN,Tiida,2005,Hatchback,False,Petrol,1.5,138000,4.0,Automatic,Front,5,Right,False,5597
50178,TOYOTA,Camry,2018,Sedan,True,Petrol,2.5,60000,6.0,Tiptronic,Front,5,Left,False,5599
24462,TOYOTA,Camry,2013,Sedan,False,Hybrid,2.5,168000,4.0,Automatic,Front,5,Left,False,5600
11917,CHEVROLET,Captiva,2010,Jeep,True,Diesel,2.0,62147,4.0,Automatic,Front,5,Left,False,5601
8154,SUZUKI,SX4,2008,Jeep,False,Petrol,2.0,89000,4.0,Automatic,4x4,5,Left,False,5603
37066,HYUNDAI,H1,2016,Minivan,True,Diesel,2.5,91804,4.0,Automatic,Front,5,Left,False,5605
2509,LEXUS,RX 450,2010,Jeep,True,Hybrid,3.5,315270,6.0,Automatic,4x4,5,Left,False,5606
1176,MINI,Cooper,2012,Cabriolet,True,Petrol,1.6,115754,4.0,Automatic,Front,5,Left,False,5607
11604,INFINITI,FX35,2004,Jeep,True,Petrol,3.5,225600,6.0,Tiptronic,Rear,5,Left,False,5608
4391,VOLKSWAGEN,Jetta,2012,Sedan,True,Diesel,2.0,198253,4.0,Automatic,Front,5,Left,False,5609
15125,CHEVROLET,Orlando,2012,Jeep,True,Diesel,2.0,201892,4.0,Automatic,Front,5,Left,False,5610
22549,CHEVROLET,Captiva,2011,Jeep,True,Diesel,2.2,134498,4.0,Automatic,Front,5,Left,False,5611
25089,HONDA,Odyssey,2010,Minivan,True,Petrol,3.5,135000,6.0,Automatic,Front,5,Left,False,5612
42337,CADILLAC,ATS,2015,Coupe,True,Petrol,3.6,84800,6.0,Automatic,Rear,3,Left,True,5613
15681,HYUNDAI,Sonata,2016,Sedan,True,LPG,2.0,256768,4.0,Automatic,Front,5,Left,False,5616
9408,CHEVROLET,Cruze,2011,Sedan,False,Petrol,1.8,28000,4.0,Manual,Front,5,Left,False,5618
3136,TOYOTA,Camry,2012,Sedan,True,Hybrid,2.5,268683,4.0,Automatic,Front,5,Left,False,5620
32311,SSANGYONG,REXTON,2013,Jeep,True,Diesel,2.0,153641,4.0,Automatic,Front,5,Left,False,5621
10663,TOYOTA,Mark X,2006,Sedan,False,Petrol,2.5,106000,6.0,Tiptronic,Rear,5,Right,False,5622
46414,SUZUKI,Vitara GL+,2019,Jeep,False,Petrol,1.0,4800,3.0,Tiptronic,Front,5,Left,True,5623
11447,LEXUS,CT 200h,2014,Hatchback,True,Hybrid,1.8,132563,4.0,Automatic,Front,5,Left,False,5624
65040,HYUNDAI,H1,2018,Universal,True,Diesel,2.5,26501,4.0,Automatic,Front,5,Left,False,5625
627,HYUNDAI,Santa FE,2013,Jeep,True,Petrol,2.0,219070,4.0,Automatic,4x4,5,Left,False,5627
40000,BMW,X6,2009,Jeep,True,Petrol,4.4,158000,8.0,Tiptronic,4x4,5,Left,True,5628
17158,HYUNDAI,Elantra,2013,Sedan,True,Petrol,1.6,117500,4.0,Automatic,Front,5,Left,False,5629
38311,SSANGYONG,Actyon,2017,Jeep,True,Petrol,1.6,31139,4.0,Automatic,Front,5,Left,False,5630
6899,SUBARU,Forester,2015,Jeep,True,Petrol,2.5,90392,4.0,Automatic,4x4,5,Left,False,5631
25512,SSANGYONG,Korando,2014,Jeep,True,Diesel,2.0,134368,4.0,Automatic,Front,5,Left,False,5632
15524,KIA,Picanto,2017,Sedan,False,Petrol,1.2,94000,4.0,Manual,Front,5,Left,False,5633
14269,GMC,TERRAIN,2019,Sedan,True,Petrol,2.0,35898,4.0,Automatic,Front,5,Left,False,5634
19679,HYUNDAI,Elantra,2011,Sedan,True,Petrol,1.6,133783,4.0,Automatic,Front,5,Left,False,5635
3293,FIAT,500,2012,Sedan,True,Petrol,1.4,157317,4.0,Automatic,Front,5,Left,False,5636
32302,MERCEDES-BENZ,E 350,2014,Sedan,True,Petrol,5.5,101424,8.0,Automatic,4x4,5,Left,False,5637
3136,NISSAN,Versa,2017,Jeep,True,Petrol,1.6,59974,4.0,Automatic,Front,5,Left,False,5638
13172,HYUNDAI,Sonata,2016,Sedan,True,LPG,2.0,516176,4.0,Automatic,Front,5,Left,False,5640
48610,TOYOTA,RAV 4,2018,Jeep,False,Petrol,2.5,40000,4.0,Tiptronic,4x4,5,Left,False,5641
28617,HYUNDAI,Tucson,2014,Jeep,True,Diesel,2.0,120272,4.0,Automatic,Front,5,Left,False,5642
2430,MERCEDES-BENZ,E 350,2008,Sedan,True,Diesel,3.0,175614,6.0,Automatic,Rear,5,Left,False,5643
9722,JEEP,Liberty,2004,Jeep,False,CNG,3.7,200000,6.0,Automatic,4x4,5,Left,False,5644
37000,HYUNDAI,H1,2014,Minivan,True,Diesel,2.5,120804,4.0,Automatic,Front,5,Left,False,5646
706,TOYOTA,Prius,2010,Jeep,True,Hybrid,1.8,221760,4.0,Automatic,Front,5,Left,False,5647
35610,SSANGYONG,Actyon,2017,Jeep,True,Petrol,1.6,81348,4.0,Automatic,Front,5,Left,False,5648
7213,HONDA,FIT,2005,Hatchback,False,Petrol,1.3,121757,4.0,Variator,Front,5,Right,False,5649
16308,VOLKSWAGEN,CC R line,2012,Sedan,True,Petrol,2.0,1111,4.0,Tiptronic,Front,5,Left,True,5650
44247,HYUNDAI,H1,2016,Universal,True,Diesel,2.5,51831,4.0,Automatic,Front,5,Left,False,5651
11917,FORD,Expedition,2017,Jeep,True,Petrol,3.5,130499,6.0,Automatic,Rear,5,Left,False,5652
8154,HONDA,FIT,2011,Sedan,False,Petrol,1.3,185000,4.0,Automatic,Front,5,Right,False,5653
15681,KIA,Optima,2012,Sedan,False,Petrol,2.4,121000,4.0,Tiptronic,Front,5,Left,False,5655
784,HYUNDAI,Genesis,2010,Coupe,True,Petrol,3.8,189194,6.0,Automatic,Rear,3,Left,False,5656
11133,MERCEDES-BENZ,GLA 250,2015,Jeep,True,Petrol,2.0,99542,4.0,Automatic,4x4,5,Left,False,5657
17249,BMW,528,1992,Sedan,True,Petrol,2.8,1000,6.0,Manual,Rear,5,Left,False,5658
13000,MERCEDES-BENZ,Vito,1997,Microbus,False,LPG,2.0,170000,6.0,Manual,Front,3,Left,False,5659
36834,HYUNDAI,H1,2016,Minivan,True,Diesel,2.5,135884,4.0,Automatic,Front,5,Left,False,5660
7997,HONDA,FIT,2005,Hatchback,False,Petrol,1.3,172000,4.0,Automatic,Front,5,Right,False,5662
14113,MERCEDES-BENZ,C 250,2014,Sedan,True,Petrol,1.8,81600,4.0,Tiptronic,Rear,5,Left,True,5663
9095,NISSAN,Tiida,2006,Hatchback,True,Petrol,1.5,180000,4.0,Variator,Front,5,Right,False,5664
50341,HYUNDAI,Sonata,2016,Sedan,True,Petrol,2.0,36215,4.0,Automatic,Front,5,Left,False,5665
26657,BMW,X1 X-Drive,2011,Jeep,False,Diesel,1.8,70000,4.0,Tiptronic,4x4,5,Left,True,5666
68681,MERCEDES-BENZ,GLE 350,2016,Jeep,True,Petrol,3.5,117368,6.0,Automatic,4x4,5,Left,False,5667
21326,VOLKSWAGEN,Tiguan,2012,Jeep,True,Petrol,2.0,48379,4.0,Tiptronic,4x4,5,Left,True,5668
9092,CHEVROLET,Aveo,2012,Sedan,True,Petrol,1.6,30089,4.0,Automatic,Front,5,Left,False,5669
29793,MERCEDES-BENZ,Sprinter,2004,Microbus,False,Diesel,2.2,371500,4.0,Manual,4x4,5,Left,True,5671
1019,TOYOTA,Highlander,2009,Sedan,True,Hybrid,3.3,318358,6.0,Automatic,4x4,5,Left,False,5672
21395,HYUNDAI,Genesis,2011,Coupe,True,Petrol,3.8,135746,4.0,Automatic,Front,5,Left,False,5673
26030,HYUNDAI,Tucson,2011,Jeep,True,Petrol,2.0,104000,4.0,Automatic,4x4,5,Left,False,5674
39891,HYUNDAI,Tucson,2015,Jeep,True,Diesel,2.0,80687,4.0,Automatic,Front,5,Left,False,5675
25089,BMW,335,2010,Sedan,True,Diesel,3.0,197000,6.0,Tiptronic,Rear,5,Left,True,5676
14113,FORD,C-MAX,2012,Hatchback,True,Hybrid,2.0,203770,4.0,Automatic,Front,5,Left,False,5677
7370,CHEVROLET,Cruze,2009,Sedan,True,Diesel,2.0,66630,4.0,Automatic,Front,5,Left,False,5678
7056,HYUNDAI,Sonata,2015,Sedan,True,LPG,2.0,380070,4.0,Automatic,Front,5,Left,False,5679
21012,TOYOTA,Prius C,2013,Hatchback,False,Hybrid,1.5,51200,4.0,Automatic,Front,5,Left,False,5680
11917,FORD,Escape,2007,Jeep,False,Hybrid,2.3,251200,4.0,Automatic,4x4,5,Left,False,5681
20005,HYUNDAI,Elantra,2012,Sedan,True,Petrol,1.6,147718,4.0,Automatic,Front,5,Left,False,5682
54167,HYUNDAI,Sonata,2017,Sedan,True,Petrol,2.0,34900,4.0,Automatic,Front,5,Left,False,5683
10663,FORD,Escape,2008,Jeep,True,Hybrid,2.3,161000,4.0,Automatic,Front,5,Left,False,5684
47205,HYUNDAI,Tucson,2018,Jeep,True,Diesel,1.7,46764,4.0,Automatic,Front,5,Left,False,5685
8467,OPEL,Vectra,2000,Sedan,False,Petrol,1.8,245000,4.0,Manual,Front,5,Left,False,5687
17876,MERCEDES-BENZ,E 350,2006,Sedan,True,Petrol,3.5,177000,6.0,Tiptronic,Rear,5,Left,False,5688
38060,LEXUS,LS 460,2010,Sedan,True,Petrol,4.6,108171,4.0,Automatic,Front,5,Left,False,5689
32104,CHEVROLET,Captiva,2013,Jeep,True,Diesel,2.2,86359,4.0,Automatic,Front,5,Left,False,5690
25089,BMW,X5,2004,Jeep,True,Diesel,3.0,248000,6.0,Tiptronic,4x4,5,Left,False,5691
2038,MERCEDES-BENZ,ML 350,2011,Jeep,True,Diesel,3.5,186542,6.0,Automatic,4x4,5,Left,False,5692
4391,TOYOTA,Corolla,2014,Sedan,True,Petrol,1.8,169141,4.0,Automatic,Front,5,Left,False,5693
19309,HYUNDAI,Santa FE,2010,Jeep,True,Diesel,2.2,185987,4.0,Automatic,Front,5,Left,False,5695
15000,HONDA,Shuttle,2015,Hatchback,False,Hybrid,1.5,42000,4.0,Automatic,Front,5,Right,False,5699
40092,FORD,Taurus,2015,Sedan,True,Petrol,2.0,87704,4.0,Automatic,Front,5,Left,False,5700
706,TOYOTA,Prius,2010,Jeep,True,Hybrid,1.8,221760,4.0,Automatic,Front,5,Left,False,5701
15681,LEXUS,GX 460,2010,Jeep,True,Petrol,4.6,275240,8.0,Automatic,4x4,5,Left,False,5702
17249,HYUNDAI,Sonata,2011,Sedan,True,Hybrid,2.4,51600,4.0,Tiptronic,Front,5,Left,False,5704
16358,HYUNDAI,Genesis,2009,Coupe,True,Petrol,2.0,125350,4.0,Automatic,Front,5,Left,False,5705
43868,SSANGYONG,Actyon,2017,Jeep,True,Diesel,1.6,81665,4.0,Automatic,Front,5,Left,False,5706
19444,CHEVROLET,Captiva,2007,Jeep,False,Diesel,2.0,230000,4.0,Manual,4x4,5,Left,True,5707
17249,TOYOTA,Yaris iA,2015,Sedan,False,Petrol,1.5,78400,4.0,Tiptronic,Front,5,Left,False,5708
95651,BMW,X5,2014,Jeep,True,Diesel,3.0,93000,6.0,Tiptronic,4x4,5,Left,True,5709
20385,TOYOTA,Prius C,2015,Hatchback,False,Hybrid,1.5,144000,4.0,Automatic,Front,5,Left,False,5710
14740,AUDI,Q5,2011,Jeep,False,Petrol,3.2,174000,6.0,Tiptronic,4x4,5,Left,False,5711
16308,FORD,Focus Flexfuel,2015,Sedan,False,Petrol,2.0,165616,4.0,Automatic,Front,5,Left,False,5712
11917,HONDA,FIT,2011,Hatchback,False,Petrol,1.3,115000,4.0,Automatic,Front,5,Right,False,5714
23521,TOYOTA,Prius,2013,Sedan,False,Hybrid,1.8,115000,4.0,Variator,Front,5,Left,False,5715
784,LEXUS,ES 350,2016,Sedan,True,Hybrid,2.5,129989,4.0,Automatic,Front,5,Left,False,5716
81539,MERCEDES-BENZ,GL 550,2013,Jeep,True,Petrol,4.7,130000,8.0,Tiptronic,4x4,5,Left,True,5718
20071,MERCEDES-BENZ,GLE 350,2016,Jeep,True,Petrol,3.0,62938,6.0,Automatic,4x4,5,Left,False,5719
12083,HYUNDAI,Santa FE,2010,Jeep,True,Diesel,2.2,68558,4.0,Automatic,Front,5,Left,False,5720
4980,NISSAN,March,2013,Hatchback,True,Petrol,1.2,107135,4.0,Automatic,Front,5,Left,False,5721
18240,SSANGYONG,REXTON,2011,Jeep,True,Diesel,2.7,260000,4.0,Automatic,Front,5,Left,False,5722
7683,CHEVROLET,Captiva,2007,Jeep,True,Diesel,2.0,62336,4.0,Automatic,Front,5,Left,False,5723
549,MAZDA,CX-9,2011,Sedan,True,Petrol,3.7,134157,6.0,Automatic,4x4,5,Left,False,5724
16308,KIA,RIO,2016,Sedan,False,Petrol,1.2,91000,4.0,Manual,Front,5,Left,False,5725
